name,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price
Toyota Innova 2.5 V Diesel 8-seater,2010,200000,Diesel,Individual,Manual,Third Owner,12,794969,630000
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2010,150000,Diesel,Individual,Manual,Second Owner,12.38,794988,450000
Maruti Celerio ZXI,2017,35000,Petrol,Individual,Manual,First Owner,10.17,795018,409999
Renault KWID 1.0 RXT Optional,2019,10000,Petrol,Individual,Manual,First Owner,15,795128,400000
Honda Jazz VX,2011,11473,Petrol,Dealer,Manual,First Owner,12,795268,385000
Renault Duster 85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,12,795399,450000
Honda City i-DTEC SV,2014,49654,Diesel,Dealer,Manual,First Owner,10.83,795443,650000
Honda Mobilio V i DTEC,2015,120000,Diesel,Individual,Manual,First Owner,10,795499,600000
Maruti Baleno Delta Diesel,2015,58000,Diesel,Dealer,Manual,First Owner,13,795601,511000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,9,796094,750000
Maruti Swift LDI,2012,70000,Diesel,Individual,Manual,First Owner,13.74,796100,400000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,13,796703,550000
Honda Jazz 1.2 V i VTEC,2016,31200,Petrol,Dealer,Manual,First Owner,12,796826,540000
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,120000,Diesel,Individual,Manual,Second Owner,9,797078,495000
Maruti Baleno Zeta 1.2,2017,49834,Petrol,Trustmark Dealer,Manual,First Owner,10,797256,650000
Mahindra KUV 100 D75 K2,2017,40000,Diesel,Individual,Manual,First Owner,13,797723,409999
Maruti Swift Dzire VDI,2015,50000,Diesel,Individual,Manual,First Owner,11,798399,520000
Maruti Swift Dzire AMT VDI,2017,25000,Diesel,Individual,Automatic,First Owner,11.1,798605,715000
Hyundai Grand i10 CRDi Sportz,2015,58000,Diesel,Individual,Manual,First Owner,9.13,799473,409999
Hyundai Xcent 1.1 CRDi Base,2016,50000,Diesel,Individual,Manual,First Owner,12,799619,515000
Maruti Baleno Zeta 1.2,2019,11000,Petrol,Individual,Manual,First Owner,10,800458,750000
Mahindra Scorpio 1.99 S10,2014,135000,Diesel,Individual,Manual,Second Owner,10,800631,725000
Nissan Terrano XL 110 PS,2013,80000,Diesel,Individual,Manual,First Owner,15,800986,600000
Hyundai Verna 1.6 VTVT S,2015,30000,Petrol,Individual,Manual,First Owner,11,800993,600000
Maruti Wagon R VXI BS IV,2016,25000,Petrol,Individual,Manual,First Owner,13.54,801380,400000
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,93283,Diesel,Dealer,Manual,First Owner,15,801599,600000
Mahindra XUV500 W8 2WD,2013,41988,Diesel,Dealer,Manual,First Owner,12.02,801607,750000
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,14272,Petrol,Dealer,Manual,First Owner,12,801746,530000
Nissan Terrano XL 85 PS,2016,105000,Diesel,Individual,Manual,Second Owner,12,802339,525000
Volkswagen Polo Diesel Highline 1.2L,2013,100000,Diesel,Individual,Manual,Second Owner,11,802358,434999
Mahindra Bolero 2011-2019 SLX,2015,50000,Diesel,Individual,Manual,First Owner,11.18,803187,550000
Maruti Swift Dzire VDi,2009,50000,Diesel,Individual,Manual,First Owner,12.36,803547,300000
Honda City i DTEC VX,2014,100000,Diesel,Individual,Manual,First Owner,13.27,803617,600000
Ford Freestyle Titanium Diesel BSIV,2016,29600,Diesel,Dealer,Manual,First Owner,13.13,803933,700000
Tata Tiago 1.2 Revotron XZ,2019,2417,Petrol,Individual,Manual,First Owner,11,804025,539000
Hyundai i20 Active 1.4 SX,2016,100000,Diesel,Individual,Manual,First Owner,14,805013,650000
Honda City 1.5 S MT,2010,60000,Petrol,Individual,Manual,First Owner,13,805490,409999
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,15,805503,550000
Hyundai Elantra CRDi S,2013,54000,Diesel,Dealer,Manual,First Owner,11.54,805669,650000
Mahindra XUV500 W6 2WD,2013,72104,Diesel,Dealer,Manual,Second Owner,11.82,805728,500000
Hyundai Grand i10 CRDi Sportz,2015,80000,Diesel,Individual,Manual,First Owner,14,806678,450000
Maruti Ignis 1.2 Alpha BSIV,2017,9161,Petrol,Individual,Manual,First Owner,11.05,807296,500000
Maruti Celerio ZXI,2017,20000,Petrol,Individual,Manual,First Owner,11,807696,415000
Ambassador Grand 1800 ISZ MPFI PW CL,2012,50000,Petrol,Individual,Manual,Second Owner,14,807962,430000
Maruti Swift 1.3 VXI ABS,2015,24600,Petrol,Dealer,Manual,First Owner,13,808759,475000
Maruti Baleno Zeta 1.3,2016,72000,Diesel,Individual,Manual,First Owner,9,808836,600000
Maruti Swift Dzire VDI,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,12.82,809046,600000
Honda Civic 1.8 V AT,2007,60000,Petrol,Individual,Automatic,First Owner,13,809911,280000
Nissan Terrano XL 85 PS,2016,100000,Diesel,Individual,Manual,Second Owner,11.26,810097,525000
Toyota Corolla Altis 1.8 J,2008,35000,Petrol,Individual,Manual,Second Owner,9,810681,400000
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,22700,Diesel,Dealer,Manual,Second Owner,10,810695,425000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,14,810810,550000
Hyundai Santro Sportz AMT,2019,5007,Petrol,Dealer,Automatic,First Owner,11.37,810912,484999
Nissan Terrano XE D,2015,65000,Diesel,Dealer,Manual,First Owner,14.02,811116,590000
Maruti Swift VVT VXI,2017,30000,Petrol,Individual,Manual,First Owner,14,811833,400000
Maruti Swift Dzire LDIX Limited Edition,2014,100000,Diesel,Individual,Manual,Second Owner,14,813716,425000
Skoda Laura Ambiente 2.0 TDI CR AT,2012,48500,Diesel,Individual,Automatic,Second Owner,14.63,813836,450000
Maruti Grand Vitara MT,2007,145000,Petrol,Individual,Manual,Third Owner,10.2,813921,479000
Maruti Swift Dzire VXI,2015,90000,Petrol,Individual,Manual,First Owner,12,814287,400000
Hyundai i10 Sportz 1.2 AT,2015,50000,Petrol,Dealer,Automatic,First Owner,13,814733,500000
BMW 5 Series 530i,2006,110000,Petrol,Individual,Automatic,Second Owner,9,815819,480000
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,15000,Petrol,Individual,Manual,First Owner,14.28,815983,525000
Hyundai Santro Magna AMT BSIV,2019,10000,Petrol,Individual,Automatic,First Owner,13,816156,475000
Maruti Swift Dzire VDi,2012,33000,Diesel,Individual,Manual,First Owner,9,816736,450000
Toyota Etios VD,2014,39895,Diesel,Dealer,Manual,First Owner,13.42,816867,670000
Maruti Swift Vdi BSIII,2009,120000,Diesel,Individual,Manual,Second Owner,12,816994,265000
Mahindra XUV500 W6 2WD,2014,82000,Diesel,Individual,Manual,First Owner,10,817340,550000
Tata Tiago XZA AMT,2018,10980,Petrol,Dealer,Automatic,First Owner,15,817453,525000
Toyota Camry Hybrid,2006,62000,Electric,Dealer,Automatic,Second Owner,9,818321,310000
Ford Figo Aspire 1.5 TDCi Titanium,2017,49957,Diesel,Dealer,Manual,First Owner,14.28,818849,700000
Maruti Swift DDiS VDI,2015,68308,Diesel,Trustmark Dealer,Manual,First Owner,14,819205,480000
Chevrolet Enjoy 1.3 TCDi LS 8,2013,20000,Diesel,Dealer,Manual,First Owner,10.77,819918,425000
Maruti Baleno Zeta,2016,49217,Petrol,Trustmark Dealer,Manual,First Owner,12,819957,725000
Maruti Swift VDI,2015,100000,Diesel,Dealer,Manual,First Owner,11,821291,500000
Maruti Swift Dzire ZDI,2019,120000,Diesel,Individual,Manual,Second Owner,10,821613,475000
Hyundai i20 Asta,2009,110000,Petrol,Individual,Manual,Second Owner,12.28,822144,280000
Honda Amaze S i-Dtech,2014,69000,Diesel,Dealer,Manual,First Owner,14,823893,421000
Hyundai Grand i10 1.2 CRDi Asta,2019,8000,Diesel,Individual,Manual,First Owner,12,824624,700000
Tata Tiago 1.2 Revotron XT,2018,80000,Petrol,Individual,Manual,First Owner,9,824946,420000
Mahindra Xylo E4,2012,99000,Diesel,Dealer,Manual,First Owner,12,825199,400000
Honda City Corporate Edition,2013,45241,Petrol,Dealer,Manual,First Owner,9,825843,495000
Hyundai i20 Active SX Petrol,2016,23000,Petrol,Dealer,Manual,First Owner,14.59,826423,550000
Hyundai i10 Magna 1.2,2010,50000,Petrol,Individual,Manual,First Owner,14.28,826535,400000
Renault Pulse RxZ,2017,22000,Diesel,Dealer,Manual,First Owner,9,826774,490000
Volkswagen Vento Celeste 1.5 TDI Highline AT,2016,70000,Diesel,Individual,Automatic,First Owner,10.84,826857,650000
Ford Endeavour 4x4 XLT,2004,22288,Diesel,Dealer,Manual,Second Owner,15,827234,275000
Maruti Gypsy King HT BSIV,2001,49359,Petrol,Individual,Manual,Third Owner,11,827751,409999
Tata New Safari 4X2,2007,80000,Petrol,Individual,Manual,Second Owner,10,827910,550000
Toyota Innova 2.5 E Diesel MS 7-seater,2011,267000,Diesel,Individual,Manual,Second Owner,14,827912,665000
Hyundai i20 Magna 1.4 CRDi (Diesel),2014,80000,Diesel,Individual,Manual,Second Owner,12,828084,409999
Mahindra Scorpio 2.6 Turbo 9 Str,2007,100000,Diesel,Individual,Manual,Third Owner,13,829045,370000
Hyundai Creta 1.6 CRDi SX,2016,52600,Diesel,Individual,Manual,First Owner,13.16,829164,535000
Maruti Eeco CNG 5 Seater AC BSIV,2019,4000,CNG,Individual,Manual,First Owner,14.99,829255,470000
Mahindra Scorpio VLX 2WD BSIV,2014,130000,Diesel,Individual,Manual,Third Owner,10,829453,700000
Volkswagen Jetta 2.0L TDI Highline AT,2012,55300,Diesel,Dealer,Automatic,First Owner,12.16,829510,735000
Hyundai Grand i10 Nios AMT Magna,2020,4000,Petrol,Individual,Automatic,First Owner,12,829836,640000
Maruti Ertiga SHVS LDI,2017,40000,Diesel,Individual,Manual,First Owner,14,830562,500000
Mahindra Bolero Power Plus SLX,2016,95000,Diesel,Individual,Manual,Second Owner,14.76,830605,580000
Maruti Celerio VXI AMT BSIV,2016,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,10,831045,450000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,110000,Diesel,Individual,Manual,First Owner,15,831188,400000
Mahindra KUV 100 D75 K4 Plus 5Str,2016,31367,Diesel,Dealer,Manual,First Owner,9.39,831235,470000
Honda Mobilio V i DTEC,2014,44000,Diesel,Individual,Manual,First Owner,14,831292,600000
Volkswagen Polo 1.5 TDI Highline,2014,80000,Diesel,Individual,Manual,Second Owner,12,831693,450000
Hyundai Verna 1.6 SX CRDi (O),2013,100000,Diesel,Individual,Manual,Second Owner,11,832200,430000
Maruti Ciaz VDi Plus,2015,100000,Diesel,Individual,Manual,First Owner,13,832807,525000
Hyundai i20 1.2 Spotz,2018,20000,Petrol,Individual,Manual,Second Owner,9,833077,650000
Renault Duster 85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,12,833712,450000
Hyundai i20 Sportz Option 1.2,2016,25000,Petrol,Individual,Manual,First Owner,10,835474,475000
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,200000,Diesel,Individual,Manual,First Owner,13,835776,430000
Toyota Corolla Altis G,2011,40000,Petrol,Individual,Manual,Second Owner,12,836173,500000
Nissan Micra XL,2016,33000,Petrol,Individual,Manual,Second Owner,9.84,837973,440000
Maruti Swift Dzire VDI,2015,50000,Diesel,Individual,Manual,First Owner,10,838903,480000
Toyota Innova 2.5 G4 Diesel 7-seater,2008,140000,Diesel,Individual,Manual,Second Owner,9,839112,350000
Mahindra XUV500 W8 2WD,2012,70000,Diesel,Individual,Manual,First Owner,10.74,839183,580000
Ford Endeavour 2.5L 4X2 MT,2008,110000,Diesel,Individual,Manual,Third Owner,11,839365,400000
Hyundai Grand i10 Magna AT,2017,10510,Petrol,Dealer,Automatic,First Owner,10,839529,520000
Mahindra TUV 300 T8,2016,75000,Diesel,Individual,Manual,First Owner,9,840050,690000
Toyota Etios V,2013,40771,Petrol,Dealer,Manual,First Owner,14.08,840072,415000
Hyundai Verna 1.6 SX,2012,235000,Diesel,Individual,Manual,Second Owner,9,840078,434999
Maruti Wagon R VXI AMT1.2BSIV,2017,9745,Petrol,Dealer,Automatic,First Owner,13,840260,525000
Renault Duster 110PS Diesel RxZ,2013,120000,Diesel,Individual,Manual,First Owner,11,840643,450000
Mahindra Scorpio 2.6 SLX CRDe,2006,120000,Diesel,Individual,Manual,Second Owner,14,840783,300000
Mahindra Xylo D2 BSIV,2013,120000,Diesel,Individual,Manual,First Owner,12.74,840956,450000
Toyota Etios Liva VD,2015,70000,Diesel,Individual,Manual,First Owner,15,840972,480000
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,81595,Diesel,Dealer,Manual,First Owner,9,841208,650000
Toyota Innova 2.5 GX (Diesel) 8 Seater,2012,100000,Diesel,Individual,Manual,First Owner,13.83,841494,500000
Maruti Swift VDI,2012,46000,Diesel,Individual,Manual,First Owner,13,841542,450000
Ford Figo 1.5P Titanium AT,2017,1758,Petrol,Dealer,Automatic,First Owner,9,842917,774000
Renault Duster 110PS Diesel RxL,2015,41123,Diesel,Dealer,Manual,First Owner,14.92,843339,465000
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,10832,Petrol,Dealer,Manual,First Owner,14,843522,530000
Honda Accord 2.4 AT,2009,40000,Petrol,Individual,Automatic,Third Owner,12.67,843612,428000
Honda City i VTEC V,2016,138925,Petrol,Dealer,Manual,First Owner,13.57,843842,696000
Ford Ecosport 1.5 DV5 MT Titanium,2013,72000,Diesel,Individual,Manual,First Owner,11,844338,425000
Hyundai Grand i10 1.2 Kappa Magna AT,2019,20000,Petrol,Individual,Automatic,First Owner,14,845665,650000
Toyota Innova 2.5 G4 Diesel 7-seater,2007,223000,Diesel,Individual,Manual,Fourth & Above Owner,14.12,845698,440000
Mahindra XUV500 W8 4WD,2012,80000,Diesel,Individual,Manual,Second Owner,9,846246,620000
Ford Ecosport 1.5 DV5 MT Titanium,2014,63356,Diesel,Dealer,Manual,Second Owner,9.7,846422,580000
Maruti Swift VXI,2019,51000,Petrol,Individual,Manual,First Owner,10,846611,550000
Honda Jazz 1.5 VX i DTEC,2015,38000,Diesel,Individual,Manual,First Owner,11.89,847225,450000
Toyota Corolla Executive (HE),2009,23262,Petrol,Dealer,Manual,First Owner,11,847413,300000
Mahindra TUV 300 T4,2016,50000,Diesel,Individual,Manual,First Owner,14.32,847563,630000
Renault Duster 85PS Diesel RxE,2013,170000,Diesel,Dealer,Manual,First Owner,15,847697,425000
Renault Duster 85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,12,847933,450000
Renault Duster 85PS Diesel RxL Optional,2013,70000,Diesel,Individual,Manual,Third Owner,14.21,848146,430000
Hyundai Grand i10 Sportz,2015,12000,Petrol,Individual,Manual,First Owner,12,848196,425000
Maruti Ertiga SHVS VDI,2016,80000,Diesel,Individual,Manual,First Owner,11,849036,600000
Honda Mobilio S i DTEC,2016,50000,Diesel,Individual,Manual,First Owner,14.65,849411,680000
Honda Amaze E i-VTEC,2017,15000,Petrol,Individual,Manual,First Owner,11,849720,430000
Honda Jazz 1.5 S i DTEC,2016,65000,Diesel,Dealer,Manual,First Owner,11,850146,495000
Tata Altroz XE,2020,5000,Petrol,Individual,Manual,First Owner,9,850386,500000
Maruti Ciaz VXi,2015,69782,Petrol,Dealer,Manual,First Owner,12.13,850541,550000
Chevrolet Cruze LTZ AT,2015,50000,Diesel,Individual,Automatic,First Owner,11,850834,650000
Hyundai Grand i10 1.2 Kappa Era,2015,29000,Petrol,Dealer,Manual,First Owner,9,851196,434999
Hyundai Xcent 1.1 CRDi SX,2016,35000,Diesel,Individual,Manual,First Owner,9.75,851313,430000
Tata Safari Storme VX,2015,120000,Diesel,Individual,Manual,First Owner,15,851592,500000
Mahindra Scorpio 2.6 SLX CRDe,2006,120000,Diesel,Individual,Manual,Second Owner,12,851625,300000
Ford Aspire Titanium BSIV,2020,1010,Petrol,Dealer,Manual,Test Drive Car,11,851805,828999
Ford Ecosport 1.5 DV5 MT Titanium,2014,30000,Diesel,Individual,Manual,First Owner,15,851824,600000
Hyundai Santro Magna BSIV,2019,1250,Petrol,Individual,Manual,First Owner,13,852082,500000
Maruti Swift Dzire VDI,2017,40000,Diesel,Individual,Manual,Second Owner,9.93,852445,610000
Mahindra Thar 4X4,2013,25000,Diesel,Individual,Manual,Third Owner,14,852652,580000
Maruti Swift Dzire VXI,2013,80000,Petrol,Individual,Manual,First Owner,15,853164,475000
Honda City i DTEC V,2014,90000,Diesel,Individual,Manual,Second Owner,12,854172,515000
Maruti Swift ZDI Plus,2015,73000,Diesel,Dealer,Manual,Second Owner,14,854705,484999
Nissan Micra XL CVT,2015,40000,Petrol,Individual,Automatic,Second Owner,10,854709,434999
Hyundai i20 Asta 1.4 CRDi,2015,77000,Diesel,Individual,Manual,Second Owner,15,855643,530000
Volkswagen Vento 1.5 TDI Highline,2015,130000,Diesel,Individual,Manual,First Owner,13,855929,465000
Maruti Swift Dzire LDI Optional,2015,170000,Diesel,Individual,Manual,Second Owner,14,855962,419000
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,15000,Petrol,Individual,Manual,First Owner,12.23,856470,750000
Hyundai Xcent 1.2 VTVT S AT,2015,41025,Petrol,Dealer,Automatic,First Owner,12.7,856483,471000
Hyundai i20 Magna 1.2,2015,5000,Petrol,Individual,Manual,First Owner,15,856921,540000
Nissan Terrano XL 85 PS,2014,27000,Diesel,Dealer,Manual,First Owner,10.81,857468,600000
Mahindra Scorpio SLE BSIV,2012,145000,Diesel,Individual,Manual,First Owner,11.63,857672,525000
Renault Duster 85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,13,857693,450000
Toyota Innova 2.5 GX 8 STR BSIV,2012,90000,Diesel,Individual,Manual,First Owner,10,857728,449000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,9.47,857917,750000
Hyundai Elite i20 Asta Option BSIV,2019,11240,Petrol,Individual,Manual,First Owner,13,858322,800000
Maruti Celerio VXI Optional,2017,14000,Petrol,Dealer,Manual,First Owner,10,858652,430999
Mahindra XUV500 W8 2WD,2015,70000,Diesel,Individual,Manual,First Owner,14,860787,750000
Maruti Baleno Alpha 1.2,2019,24000,Petrol,Individual,Manual,First Owner,12.99,860842,556000
Renault Captur 1.5 Diesel RXT,2017,13500,Diesel,Individual,Manual,First Owner,9,861363,825000
Maruti SX4 S Cross DDiS 320 Delta,2016,560000,Diesel,Dealer,Manual,First Owner,11.78,861371,665000
Ford Ecosport 1.5 DV5 MT Titanium,2014,87000,Diesel,Individual,Manual,Second Owner,9.14,861707,600000
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,100000,Diesel,Individual,Manual,Second Owner,12,862133,470000
Hyundai Grand i10 1.2 Kappa Asta,2017,26500,Petrol,Individual,Manual,First Owner,15,862340,500000
Fiat Punto EVO 1.3 Emotion,2017,70000,Diesel,Individual,Manual,First Owner,10,862413,450000
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,10832,Petrol,Dealer,Manual,First Owner,14.3,863041,530000
Maruti Baleno Alpha 1.2,2017,52000,Petrol,Dealer,Manual,First Owner,12,863186,625000
Volkswagen Ameo 1.5 TDI Comfortline,2017,98000,Diesel,Individual,Manual,First Owner,11,863191,590000
Hyundai Verna 1.6 SX,2014,70000,Diesel,Individual,Manual,Second Owner,12,863586,650000
Maruti Swift ZXI Plus,2020,5000,Petrol,Individual,Manual,First Owner,14,863772,550000
Renault Lodgy 85PS RxL,2015,35000,Diesel,Individual,Manual,First Owner,14.13,864620,715000
Mahindra Bolero Power Plus SLX,2018,44000,Diesel,Individual,Manual,First Owner,11.51,864670,550000
Maruti Swift Dzire VDI,2018,20000,Diesel,Individual,Manual,First Owner,15,865163,750000
Renault Duster 85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,13.03,865383,450000
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,27005,Diesel,Dealer,Manual,First Owner,12,865481,575000
Honda Amaze VX i-DTEC,2014,141000,Diesel,Individual,Manual,Second Owner,11,865702,450000
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,25061,Diesel,Dealer,Manual,First Owner,9,865813,650000
Mahindra Xylo D4,2017,85441,Diesel,Dealer,Manual,First Owner,12.98,865921,585000
Maruti Swift VXI Deca,2017,40000,Petrol,Individual,Manual,First Owner,14,866150,455000
Mahindra XUV500 W8 2WD,2013,222252,Diesel,Individual,Manual,First Owner,11,866181,550000
Maruti Swift Dzire AMT VDI,2018,50000,Diesel,Individual,Automatic,First Owner,14,866287,675000
Ford Figo Diesel EXI,2012,28000,Diesel,Individual,Manual,First Owner,12,866493,409999
Mahindra XUV500 W8 2WD,2014,218000,Diesel,Individual,Manual,Second Owner,13.14,866661,650000
Tata Zest Revotron 1.2T XMS,2016,25000,Petrol,Individual,Manual,First Owner,12.43,866987,520000
Honda City i VTEC V,2014,50000,Petrol,Individual,Manual,First Owner,10,867630,530000
Maruti Swift Dzire VDI,2014,150000,Diesel,Individual,Manual,First Owner,13,867955,425000
Maruti Baleno Alpha 1.3,2016,64672,Diesel,Trustmark Dealer,Manual,First Owner,9.9,868555,770000
Tata Safari Storme EX,2013,95000,Diesel,Dealer,Manual,First Owner,13,868886,450000
Hyundai Grand i10 1.2 CRDi Asta,2018,25000,Diesel,Individual,Manual,First Owner,13,869684,465000
Maruti Swift Dzire VDI,2019,5000,Diesel,Individual,Manual,First Owner,13,869808,650000
Mahindra Xylo E6,2009,68350,Diesel,Dealer,Manual,First Owner,10,870235,400000
